fxID	affID	sortedName	coAuthorID
000063	19820366	guihong liu	2164708761
000064	108688024	du q t	2462298204
000065	183067930	liming sun	2581474472
000066	1327912371	jing wang	2669112723
000067	111381250	fu shuxia	2741902085
000068	37461747	gu xudong	2762731411
000069	183067930	shen xiaoming	2694602109
000070	19820366	shang yongliang	2220034707
000071	25254941	guohua jiang	2650959542
000072	19820366	wang zaizhi	1513347998
000073	99065089	du ye	2579921777
000074	9224756	jianquan qi	2344577057
000075	205237279	lei nanping	2344728404
000076	28813325	huang wei	2440961716
000077	205237279	peiwen zheng	2126205978
000078	20231570	bai ke	2777301696
000079	20231570	ma xiaochen	2110755401
000080	90610280	huiguo luo	2326225786
000081	176134282	yumin zhao	2699655837
000082	150229711	mingming yan	2484136005
000083	19820366	shuhua xu	2170851735
000084	19820366	daqing wang	2652499867
000085	19820366	jiang rongrong	2619253211
000086	47720641	ying yu	2670302689
000087	20231570	guangyi l u	2528490966
000088	19820366	honghua li	2684937883
000089	119045251	wei zeng	2675167851
000090	20231570	haidong zhou	2316880645
000091	182707071	jiang wei	2684964701
000092	82880672	jiang lei	2096185210
000092	194450716	jiang lei	2096185210
000093	99065089	huang huaqing	2632449898
000094	19820366	f s zhao	2699873397
000095	20231570	huang lu	2714859932
000096	19820366	dalei yang	2122188629
000097	19820366	niu rongcheng	2129094549
000098	19820366	nanjiang shu	2611933646
000099	47720641	li tao	2714920728
000100	126520041	hong wang xia	2782442876
000101	90610280	wang yameng	2780358085
000102	157773358	huawei sonsg	2552102095
000103	19820366	chen yaxing	2580661177
000104	19820366	pengchao zhao	2771690364
000105	47720641	juan xiao	2670520694
000106	204983213	limei zheng	2115855877
000107	881766915	d xing y	2137632594
000108	204983213	gao xiaotian	2165125791
000109	83519826	mao yingzi	2685207541
000110	66883779	wulan zeng	2195998339
000111	136324864	ji tuo	2103639308
000112	113940042	wang zhengtao	2126518842
000113	19820366	ni zao	2717163218
000114	19820366	fu guobin	2512699552
000115	154099455	lu xifeng	2141611452
000116	19820366	n y zhao	2247175051
000117	149594827	an lingling	2145506593
000118	19820366	muhua sun	2182983436
000119	162868743	junjie wang	2480712154
000120	87445476	lizhe sun	2345110077
000121	133731052	a illman sara	2145551339
000122	183067930	chen zhaoneng	2666342697
000123	20231570	gu xiaocheng	2165279935
000124	18489884	jiali li	2619273027
000125	881766915	sheng zhang	2111242372
000126	177725633	d h l ng	2656366591
000127	76130692	cheng ming xu	2601707921
000128	12411659	bing lu	2619840927
000129	19820366	changping liu	2666447645
000130	19820366	qing yanhong	2322818397
000131	126520041	f li x	2651622029
000132	180585399	guan yafeng	2149571730
000133	20231570	dai jing	2661177844
000134	87445476	satoru yanabu	2310317443
000135	91656880	gu xueyuan	2258709418
000136	126520041	bofeng li	2105968788
000137	19820366	xianliang xin	2764025315
000138	20231570	lixin wang	2695381350
000139	200296433	aimin meng	2617088326
000140	149594827	xiangkun yin	2157494251
000141	31683504	lu pengfei	2632945939
000142	19820366	sun yawei	2302672566
000143	881766915	junting zhang	2521323384
000144	9916479	fan feng	2675783873
000145	25757504	tao xiuxiang	2103906551
000146	20231570	c f jiao	2096619315
000147	162868743	guan qiman	2558759685
000148	19820366	li yangyang	2700461132
000149	143413998	hua xu	2520195908
000150	19820366	guan luo	2157547704
000151	19820366	cui guangshuai	2550222906
000152	168673124	jian zhao	2508544680
000153	19820366	han zhen	2318187198
000154	87445476	qingbin zhao	2243170260
000155	90610280	liu zhenyu	2306475105
000156	19820366	guo wenfeng	2262991277
000157	19820366	shuquan zhang	2171510484
000158	21945476	songling wang	2289649324
000159	19820366	boru feng	2710503050
000160	9916479	jiayun liu	2141943700
000161	20231570	yongyong zhang	2584673642
000162	12912129	ji ning	2754215921
000163	19820366	cheng rong	2221071687
000164	185940356	liyan miao	2438639837
000165	19820366	larin p	2607802604
000166	191208505	caihui shi	2481183746
000167	141301092	wei yuan	2546439472
000168	194450716	li zongli	2523955215
000169	204983213	junpeng liu	2766257221
000170	177933477	rongchao wei	2153780684
000171	99065089	yunyue zhu	2231681277
000172	103890011	jingyu yang	2619100985
000173	157773358	liu longzhong	2671201256
000174	149594827	xiaohua zhu	2272849922
000175	83519826	lei ming	2267356913
000176	19820366	wang zhongcheng	2303159960
000177	24943067	xu yongfen	2331308510
000178	31683504	li yanjie	2622907023
000179	76130692	i jianmin s	2443076840
000180	25254941	na na	2310854207
000181	194450716	baichun liu	2740436222
000182	19820366	keyin liu	2567809080
000183	177933477	qingfeng zhang	2443868603
000184	19820366	quan zhilong	2715827088
000185	65081225	wan xiaoqiao	2728296405
000186	52158045	hu xiaojiao	2671334977
000187	125839683	li shuna	2723417213
000188	19820366	he m q	2271769443
000189	194450716	dong xiaoming	2486216683
000190	154099455	jiang jie	2695904368
000191	185940356	xing zhanwen	1978389762
000192	58200834	lu zong	2690961102
000193	76130692	yingying zheng	2328940640
000194	65081225	peng yuan	2681202633
000195	205237279	lu sun	2667066498
000196	162868743	ling zhang	2701014503
000197	889458895	fengxian xie	2150091788
000198	37461747	h jia	2676368004
000199	83519826	fei liu	2705973313
000200	149594827	li yanhong	2293509750
000201	162868743	jinfeng zhang	2104356078
000202	99065089	dongmei li	2100703651
000203	183067930	lei min	2633571158
000204	20231570	hui yang	2640904390
000205	99065089	juan li	2640908285
000206	19820366	fengtao zhou	2691145920
000207	99065089	bing ni	2265273064
000208	83519826	yan zhang	2661924359
000209	19820366	dan dan li	2572205649
000210	20231570	dong subo	2523404400
000211	3923682	huajian mao	2579457895
000212	24185976	chunmei ding	2108141258
000213	19820366	fang hongda	2488769718
000214	20231570	tan zhaofeng	2275267365
000215	19820366	liu nianping	2162047218
000216	157773358	lai xiaomin	2154196498
000217	19820366	liang zheng	2239117111
000218	194450716	changchun yin	2352676739
000219	191208505	juan lin	2616073523
000220	20231570	gao jingyun	2170060119
000221	200296433	fengxin wu	2612420006
000222	28813325	qishen wang	2305207786
000223	19820366	like yu	2516174542
000224	19820366	lingli long	2582769831
000225	881766915	fu shigu	2512051087
000226	18489884	wang yinqiu	2738408100
000227	183067930	jiang jiehong	2681520681
000228	16295237	lin zhou	2307473431
000229	183067930	hansong yu	2566132670
000230	2753814022	a calcaterra	1906940463
000231	168719708	lee shuittong	2158222474
000231	3923682	lee shuittong	2158222474
000231	19820366	lee shuittong	2158222474
000232	19820366	peng tianhuan	2225298918
000233	66867065	cai haibin	2766272655
000234	76130692	ye yuqian	2778999649
000235	141568987	lailai wong	2767081363
000236	47720641	liu shiyong	2474955664
000237	881766915	chunsheng liu	2112055530
000238	184681353	sheng wang	2671877801
000239	32574673	hong xu	2633907508
000240	87445476	demao yao	2037856692
000241	99065089	khan nasim naumaan rao	2281813466
000242	19820366	guangwang hu	2512984225
000243	19820366	deyin huang	2696537676
000244	76130692	bin liu	2676897452
000245	19820366	nianhua xie	2138808556
000246	19820366	wentao zhu	2112165958
000247	126520041	hu naiyin	2117035309
000248	119454577	chen chu	2330315145
000249	90610280	huang xiaobing	2435056201
000250	20942203	gao zhaoyin	2749899490
000251	76130692	minghui zhang	2440172483
000252	20231570	hu qin	2619321933
000253	194450716	chen tianrui	2779875187
000254	19820366	he yun	2744743667
000255	19820366	shangjun teng	2135093083
000256	87445476	yongxi zhao	2168090879
000257	99065089	song yang	2711649699
000258	205237279	jianrong li	2608253859
000259	24185976	gao yuan	2711662617
000260	76214153	chen yao zu	2513698427
000261	111599522	wenshui xia	2677076603
000262	126520041	gufeng xu	2213490597
000263	19820366	cui yanming	2101191736
000264	19820366	jiang linhua	2566114361
000264	20231570	jiang linhua	2566114361
000265	19820366	han luchao	2553539596
000266	1328775524	caiying jiang	2150696024
000267	149594827	lu shan	2306070755
000268	119868032	bitao liu	2740066946
000269	20231570	wei xiao	2672238257
000270	181877577	junjun liang	2718905865
000271	20231570	hu qian	2426698284
000272	76130692	lin zhiwei	2677208394
000273	191208505	dandan tao	2362180515
000274	19820366	qiu shouxia	2559887377
000275	19820366	congying li	2101294126
000276	19820366	zhang zhengxi	2607834802
000277	19820366	liang lili	2236109123
000278	90610280	nengwu zhu	2168276049
000279	19820366	xixi yang	2774743960
000280	28813325	mingxia sun	2494551214
000281	19820366	hongdong wan	2492493008
000282	200845125	junfeng wang	2750671715
000283	19820366	shuiyang yu	2135329350
000284	205237279	wangqing zhang	2213563565
000285	19820366	pengyuan xiu	2617678165
000286	182386381	baolin wang	2617499907
000287	126520041	chen sensen	2583104762
000288	19820366	du haining	2470310907
000289	19820366	lihu yao	2654674414
000290	19820366	zhao zhenao	2431429788
000291	24943067	li xinrui	2493685817
000292	19820366	chaofeng song	2511611586
000293	204553293	i jingbin l	2496571868
000294	99065089	duan yao	2555664227
000295	12411659	haoping mao	2112582872
000296	19820366	guo h x	2441598949
000297	158842170	qin zou	2771428018
000298	150807315	gangsheng zhang	2658093893
000299	19820366	shuwen zhang	2045431654
000300	200296433	changyin li	2598763095
000301	881766915	dongmei li	2162847722
000302	200769079	dongfang liu	2128110693
000303	118803816	kang tingguo	2727015346
000304	19820366	james l manley	2712178276
000305	19820366	bin mei	2662983048
000306	184843921	chongsen gao	2602284074
000307	25254941	qiong wu	2682421241
000308	105086349	duan jie	2131624213
000309	19820366	lu mengji	2687353493
000309	47720641	lu mengji	2687353493
000310	9916479	lv ping	2531007518
000311	43313876	huang naibao	2654866698
000312	184843921	min yang	2630053605
000313	881766915	liu m s	2158986601
000314	9916479	wei zhang	2668339712
000315	139660479	shunlan wang	2120242411
000316	9842412	chenwei dai	2533530740
000317	115592961	can kang	2767535050
000318	157773358	he shuming	2583223656
000319	19820366	guo hongchen	2117639456
000320	157773358	meng yuezhong	2120293283
000321	19820366	huang yizhi	2112791310
000322	183067930	meng yao	2589924691
000323	20231570	fengli guo	2517509322
000324	38706770	fu jun	2420483540
000325	126520041	rui yinhua	2109111126
000326	177725633	li mi	2147316035
000327	99065089	rongfei zeng	2159139925
000328	19820366	junyang li	2292153556
000329	19820366	fa sheng zou	2553532739
000330	76130692	hong yurong	2697542814
000331	37461747	sifen yang	2589900119
000332	31176605	cheayuan young	2303326943
000333	24185976	lihua yuan	2271044058
000334	19820366	kali lin	2556816419
000335	9842412	d n shi	2224393674
000336	19820366	dongyu jia	2634990838
000337	141649914	aimee charlotte young	2712589072
000338	177933477	chao chen	2677984368
000339	19820366	dai guiqing	2331768380
000340	76569877	rengen xiong	2649109530
000341	19820366	benxun su	2251170423
000341	889458895	benxun su	2251170423
000342	9086337	linkai niu	2759860429
000343	19820366	quanfeng zheng	2113034832
000344	76130692	tan yi	2673131063
000345	162868743	li yanping	2789072937
000346	19820366	chen chunli	2692770437
000347	191208505	song tu	2635111579
000348	149594827	duan yiping	2570067375
000349	99065089	leilei sun	2766303146
000350	139660479	m p wang	2780815129
000351	19820366	xu you	2124438848
000352	143593769	li zhen	2584588245
000353	119454577	li lianqing	2102062580
000354	154099455	huang shuaishuai	2310086021
000355	59028903	gao zhan	2381740859
000356	90610280	junming lu	2163487645
000357	204983213	caiwang tan	2724477587
000358	25254941	qingyun wang	2600036401
000359	168719708	li yang yang	2132230469
000360	19820366	wang xiaozhong	2472048898
000361	183519381	c zhu	2673433830
000362	154864474	bingjoe hwang	2113281132
000363	65081225	qing wang	2460617112
000364	191208505	boyuan yin	2583727820
000365	99065089	kou zhenzhen	2060158331
000366	19820366	minan shao	2604609443
000367	19820366	po tien	2237341440
000368	139759216	liu xuan	2431689259
000369	157773358	hu pei	2602960607
000370	19820366	fan xiaohui	2147865693
000371	126520041	jianping liu	2614611973
000372	27357992	peng zhao	2649615643
000373	87780372	jun xiao	2136298880
000374	149594827	hongbing wu	2219133650
000375	183519381	anxin wang	2120948683
000376	126520041	chenggen xie	2306208018
000377	111599522	jianghua li	2113432176
000378	92403157	ban xiaojuan	2713258533
000379	154099455	guangwei yu	2688391668
000380	148128674	li zhongyao	2505396481
000381	76130692	li zhiguang	2724511134
000382	881766915	ji jing	2148001866
000383	90610280	qingjun yu	2432989075
000384	139660479	cao xinzhi	2529819123
000385	37461747	ao zeng	2747850637
000386	19820366	liao xiaoyuan	2136479092
000386	106994412	liao xiaoyuan	2136479092
000387	157773358	mingcan yang	2635798680
000388	204983213	song yongli	2136510469
000389	20231570	bo gao	2631227950
000390	16609230	mao xun	2645212079
000391	36399199	yang zhangjing	2140414705
000392	19820366	baojun yang	2327170603
000393	157773358	liu yunyun	2098937051
000394	200769079	chen hu	2333240472
000395	96852419	mengdi zang	2164066445
000396	191208505	li zhihai	2288410549
000397	20231570	chunying liu	2550953521
000398	19820366	he yungang	2144393754
000399	56934997	hong li	2636057347
000400	9086337	chunyan sun	2132806217
000401	108688024	li shandong	2152283227
000401	881766915	li shandong	2152283227
000402	119454577	quansuo zhou	2152294988
000403	4610292	haohao li	2164197714
000404	24943067	he yonggen	2581160356
000405	139759216	huang xiaofang	2229850201
000406	19820366	taorong xie	2737377543
000407	180585399	yao zhang	2431892159
000408	177725633	sheng yu	2442079589
000409	191208505	liu yanting	2164298628
000410	19820366	junxiong yang	2480904518
000411	80947539	huang qingming	2664701452
000412	149594827	jiulin zeng	2170298768
000413	5740404	dong linyi	2106570108
000414	20231570	liu shiwei	2674444941
000415	126520041	faqiang xu	2160383127
000416	19820366	li yunqing	2608277939
000417	82880672	wan yu	2557068524
000418	126520041	fengxin jiang	2099253272
000419	39774598	risheng yao	2099259664
000420	19820366	cun huanyao	2008279584
000421	200296433	yajun yang	2689175331
000422	99065089	ji lin	2750035789
000423	25355098	gaoxue yang	2095653625
000424	37461747	a ali m mohammed	2641051393
000425	65081225	i l xianghui	2776102941
000426	76130692	chen mao	2110350894
000427	24185976	xiao yang	2665299797
000428	20231570	huichao wang	2133096335
000429	16609230	guo yue	2496776146
000430	99065089	wang xueqiang	242526350
000431	24185976	mengni zhang	2125444881
000432	19820366	weifang zhang	2742772984
000433	30809798	chao li	2478260157
000434	19820366	christopher d green	2152569119
000435	37461747	huang shiwen	2129281398
000436	881766915	xiaomei zhao	2156520221
000437	52158045	cao gengsheng	2509863837
000438	157773358	an geng	2303940001
000439	19820366	dong xueqiang	2160484279
000440	19820366	kalantarnayestanaki n	2776107298
000441	65081225	guohui li	2152594506
000442	126520041	b lei	2495695566
000443	19820366	he xinyu	2133148080
000443	103890011	he xinyu	2133148080
000444	114539943	jin shijie	2557210400
000445	19820366	chen zhanghui	2125492181
000446	19820366	gangming zhang	2745969133
000447	94611258	wei yu	2283635013
000448	37461747	xu yang	2607642355
000449	19820366	beiji shi	2552862100
000450	19820366	gu jiansheng	2598822510
000451	19820366	heng jie	2440722745
000452	191208505	tao zhang	2481430840
000453	90610280	huang jianmei	2699257329
000454	20231570	shuicheng yan	2144833106
000455	19820366	jiangcong zhou	2095786883
000456	159948400	guo tuan	2148390640
000457	170215575	chen m s	2611678038
000458	19820366	duo li	2483612290
000459	19820366	bai zhongrui	1989141616
000460	162868743	wang xuechao	2610598908
000461	139660479	tian zhangpeng	2121777803
000462	157773358	he huang	2639287545
000463	19820366	shi weichao	2125581800
000464	19820366	hengfu lin	2482331459
000465	20231570	e jie	2472951483
000466	183067930	shan yinan	2229353428
000467	19820366	liu q q	2627418846
000468	139759216	li xing	2440894616
000469	179026463	han tian	2620264715
000470	90610280	li renlong	2765187996
000471	19820366	leilei xiang	2305037362
000471	119454577	leilei xiang	2305037362
000472	20231570	huapeng liu	2322601126
000473	113940042	he jin	2424658975
000474	191208505	kewei lyu	2551582185
000475	20231570	dongwei zhang	2684581008
000476	75390827	liu yuting	2714403135
000477	177725633	k xue	2329776676
000478	90610280	bo zhang	2495282460
000479	58200834	wang zhu	2721997972
000480	194450716	yongfu zhu	2467581753
000481	58200834	huiying sun	2714435424
000482	20231570	chao wen	2549527566
000483	24943067	chen xiaohong	2503091286
000484	191208505	hou zhongwei	2410894393
000485	37461747	lifu yang	2152822775
000486	157773358	jianjun tang	2252180376
000487	875511016	somerset vernon	2660395197
000488	16609230	guidong liu	2115506328
000489	200296433	gao honglin	2099593259
000490	157773358	shixin zhang	2254408607
000491	154099455	fanghua xu	2655676878
000492	19820366	cheng guanghua	2650926483
000493	141649914	chun yi	2425963546
000494	139660479	lijian tao	2679863618
000495	204983213	wang xiaojun	2433288082
000496	158842170	ma qi	2308278041
000497	55022517	jianzhe wang	2115593310
000498	14243506	c chan y	2336133836
000498	157773358	c chan y	2336133836
000499	889458895	fan sheung tat	2141248826
000500	204553293	dengqian zhang	2320327305
000501	19820366	tiaoxing wei	2149071717
000502	19820366	guangxu shi	2313452130
000503	113940042	bian zhijia	2229935369
000504	149594827	cheng shiqian	2229935781
000505	183067930	gao ke	2305874904
000505	90610280	gao ke	2305874904
000506	141301092	chen lijuan	2582360992
000507	19820366	chen yushun	2675119540
000508	19820366	wenshneg yu	2502821522
000509	19820366	wen xiaoqing	2232656867
000510	19820366	xiu xu yan	2482495973
000511	108688024	shen xiuhong	2556551189
000512	17145004	xueqin yang	1869696710
000513	47720641	chen huating	2129038352
000514	143868143	wang zuoning	2118394568
000515	149594827	honghong jin	2166586721
000516	19820366	fan hanhan	2560745224
000517	76214153	li qisen	2336457796
000518	117331123	ji shasha	2582503160
000519	17145004	lin xin	2261780146
000520	37461747	rui wu	2584718819
000521	19820366	xing yunfei	2303079889
000522	99065089	jingbo wang	2233740135
000523	183067930	ge shengfang	2675245385
000524	194450716	lili zhao	2579705546
000525	125839683	dongzhen huangfu	2560273086
000526	19820366	wang yande	2582409900
000527	75390827	peiyong qin	2632515013
000528	126520041	linfan zhu	2166663422
000529	99065089	shangran xie	2660808829
000530	19820366	chuanchuan li	2141448940
000531	136324864	cui xiangbin	2680197846
000532	163151501	r xu z	2305088008
000533	19820366	bofeng wang	2232155038
000534	40963666	guodong yin	2610048200
000535	19820366	h tu x	2601307395
000536	98202331	can wu	2621845415
000537	154099455	liu xuesong	2165079463
000538	20231570	gu jianqin	2129910586
000539	20231570	jinliang wang	2437192592
000540	19820366	shi yanyun	2169085371
000541	19820366	jiao shi	2099921099
000542	47720641	benxiong huang	2700008147
000543	19820366	chunhua qiao	2581491208
000544	76130692	hu yayuan	2628013253
000545	162868743	chen daimei	2126509577
000546	116953780	lei pang	2646635619
000547	58200834	li xiangping	2343567349
000548	194450716	zhang zhiwei	2680314666
000549	47720641	gong liang wen	2600251055
000550	75390827	ruinian u x	2768406520
000551	20231570	l sun w	2640021176
000552	24943067	guohao wu	2781242965
000553	119868032	kong weina	2153325076
000554	99065089	lv qi	1945695089
000555	24185976	wei yan	2646716238
000556	200296433	gaona shi	2734437172
000557	90610280	ai xuan	1981155142
000558	37461747	song zhiping	2485160427
000559	19820366	inubushi kazuyuki	2602787090
000560	200769079	xiangze zeng	2637373573
000561	19820366	huanyu wang	2549273830
000562	116265982	wang yanlong	2777806868
000563	116953780	yu zhiteng	2424753782
000564	20231570	si wenzhe	2520881179
000565	141649914	chen shuwen	2720322626
000566	19820366	hu shengbiao	2100138992
000567	99065089	shi yigong	2169331245
000568	163151501	zhanjiang zheng	2153491040
000569	19820366	fan yanyan	2572211776
000570	200845125	tan yu	2555316837
000571	183067930	li pu	2475183673
000572	19820366	pengfei tao	2483718368
000573	205237279	minqiang ye	2115044162
000574	881766915	wang xiaofei	2642259131
000575	183067930	liang song	2149617667
000576	82880672	yongjie zhang	2204216917
000577	20231570	wu yaxue	2626096085
000578	19820366	ma xibo	2141840324
000579	16733864	genehsiang lee	2118860566
000580	183067930	bingliang yang	2096632438
000581	76214153	chen yaozu	2479669115
000582	19820366	chuanyong wang	2301437597
000583	19820366	menglong wang	2308852549
000584	19820366	ruifen zhang	2103955211
000585	183067930	liang linhui	2167113640
000586	20231570	chen fangjin	2670998598
000587	99065089	xiu xue zhong	2495484891
000588	47720641	liu xuexue	2522516293
000589	19820366	guo qinfeng	2107680789
000590	17145004	liu yangtong	2625296488
000591	180585399	liu zhongmin	2138049675
000592	194450716	zhang zhenwei	2486845607
000593	9086337	xiaoli yan	2554472373
000594	5740404	gengxin wang	2319370439
000595	177933477	shu xiong zeng	2576548794
000596	17145004	dong yuezhen	2106176247
000597	183519381	xiuyi zhi	2618372962
000598	76569877	cheng cheng	2680853081
000599	205237279	ming qin	2601873862
000600	17747738	jiaoying lou	2106224226
000601	126520041	wengang zhou	2138152659
000602	19820366	jinchao yang	2157739412
000603	19820366	ni peng zhi	2222660671
000604	20231570	shibin yuan	2637876412
000605	9842412	huang yinhui	217202141
000606	19820366	cao meixun	2122892676
000607	87445476	jun zhang	2656848873
000608	126520041	shen weiqun	2165716595
000609	19820366	f wu y	2565001299
000610	87445476	guofang yang	2462489075
000610	200769079	guofang yang	2462489075
000611	139660479	liao xi	2723348462
000612	37987034	miao shenyu	2107895786
000613	205237279	jiang xiaoqiang	2586751549
000614	158842170	tian yuan	2666958352
000615	126520041	wang zhaoyu	2252209452
000616	19820366	ouyang yunxiong	2765733042
000617	99065089	lu xin	2585696783
000618	37461747	ling wan	2623629937
000619	19820366	chen shoubing	2119207091
000620	19820366	liu tiezheng	2584967153
000621	191208505	aina zhou	2494458892
000622	41317344	ruirui yue	1965877352
000623	4610292	luo xianbing	2104284947
000624	36399199	wei wei	2642762272
000625	19820366	han j l	2104286798
000625	178232147	han j l	2104286798
000626	19820366	cao xufeng	2119240533
000627	19820366	jianfeng liu	2319466040
000628	20231570	meng wenjun	2734548249
000629	24185976	jianshu li	2097036859
000630	162868743	qing song tian	2596244612
000631	191208505	lijiao yang	2661857020
000632	20231570	brad manor	2165915431
000633	20231570	cai yong	2619870621
000634	76130692	fengzhen zhang	2764327753
000635	82880672	song yujun	2671575010
000636	66867065	b chu j	2671593056
000637	37461747	juncheng z	2718155112
000638	200296433	hong liu	2701115946
000639	24185976	mou quanbing	2573132281
000640	53592917	chen ling	2671613664
000641	99065089	kun xia	2234197830
000642	19820366	zhang zhongyi	2100768635
000643	116953780	pei yanzhong	2111878906
000644	204553293	j liu	2638313638
000645	52158045	wen xuexia	2657249416
000646	136765683	lihan zhang	2516216376
000647	76214153	jiang wu	2618747707
000648	180662265	shi yuan	2232293772
000649	162868743	lan shi yang	2606235698
000650	76569877	jiayu sheng	2340153441
000651	74837319	jinming you	2170074527
000652	19820366	yuangang zhu	2228478353
000653	19820366	guo jinsong	2172085437
000653	158842170	guo jinsong	2172085437
000654	111599522	chen xiulai	2104517620
000655	194450716	ling ling	2570417792
000656	37461747	yang zhouning	2676597765
000657	9842412	fei wenwen	2317220399
000658	126520041	jiaqing wang	2100870257
000659	19820366	feng lixin	2706299653
000660	143593769	liu shanshan	2723881934
000661	19820366	gong miao	2104561380
000662	87445476	wang yao	2618937882
000663	20231570	na yu	2638471202
000664	19820366	liu ruixia	2681588386
000665	19820366	xizhi zeng	2000191712
000666	19820366	ma xiaonan	2475558962
000667	103775301	ran tian	2573942524
000668	20231570	f lu m	2721445365
000669	25757504	chu nan	2597757695
000670	24943067	lijia yang	2142608483
000671	66883779	pan xiaoru	2582321404
000672	19820366	min wen	2435021034
000673	19820366	ding xuejun	2134887823
000674	881766915	p xu	2643259073
000675	47720641	yin zhou	2783641650
000676	157773358	david friedman s	2142649417
000677	889458895	a gangwani rita	2037851719
000678	184983240	xu zhe	2624135281
000679	125839683	bin tong	2638613734
000680	26080491	fan li	2428778719
000681	19820366	shengnan sun	2236841739
000682	20231570	jiong ma	2711542235
000683	20231570	guo jiuling	2605218143
000684	75390827	guan jingyu	2581477944
000685	19820366	d shi w	2467914923
000686	19820366	mei zengxia	2154539825
000687	197869895	l wang	2696647872
000688	24943067	l m wang	2310947645
000689	126520041	chang gong	2582380839
000690	76130692	yan yao	2307023857
000691	106645853	hui shi	2654372315
000692	19820366	linzunqi	2283332947
000693	116953780	liyuan shen	2345364151
000694	19820366	qichao wang	2097579173
000695	139660479	peng xiongwei	2584935767
000696	76130692	wang wenqian	2229077376
000697	108688024	wenfu xie	2318836263
000698	177725633	xiufeng zhao	2112352628
000699	116953780	mingwu wen	2142898090
000700	19820366	kanehira minoru	2088429407
000701	133731052	maonian xu	2253848753
000702	19820366	chang cuizu	2101242535
000702	99065089	chang cuizu	2101242535
000703	58200834	meichao zhang	2691908376
000704	19820366	li shipeng	2303725669
000705	113940042	liu ping	2696881749
000706	10660446	a gengsheng m	2579290304
000707	1328775524	juping yang	2687014237
000708	37461747	tian wenwen	2225365438
000709	19820366	wang yuping	2696950379
000710	16609230	feng liu	2662747819
000711	183067930	jianqiu sheng	2643739563
000712	180726961	li zhongjun	2597542917
000713	881766915	gao shixiang	2139181850
000714	76130692	li zhilan	2139222954
000715	37461747	ai xiaochuan	2621806859
000716	47720641	chen weihong	2101431228
000717	19820366	chen xiuzhi	2131517089
000718	19820366	bao shanhu	2139277253
000719	113940042	dan yang	2599777151
000720	170215575	kai wang	2629969649
000721	76130692	hongchuan jin	2150988366
000722	19820366	chen zhijie	2412795029
000723	27357992	deng lijun	2780200052
000724	151727225	bin liu	2618231574
000725	19820366	fang xue	2555172364
000726	19820366	li xiaolin	2583266335
000727	45473482	ke xin	2548645083
000728	191208505	cheng tong	2131677363
000729	90610280	huang xuelong	2124043545
000730	87445476	gao jinghui	2151118220
000731	24185976	meng wentong	2712309494
000732	90610280	nannan zheng	2521618599
000733	76130692	li shanshan	2630162778
000734	19820366	luo man	2581997527
000735	36399199	li xuyang	2480886353
000736	115592961	congli mei	2098067406
000737	66867065	fan yang	2603925988
000738	19820366	g gao m	2583339620
000739	183067930	bin hao	2617930283
000740	19820366	cong du	2308071416
